É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/12/01 14:39:55

,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™,ïüâ™
2018/4/12,17.9,8,1,13.3,8,1,23.0,8,1,0,1,8,1,10.5,0,8,1,0,1,8,1,0,1,8,1,2.0,8,1,4.7,8,ñk,8,1,10.6,8,1,1015.2,8,1,53,8,1,23,8,1,7.5,8,1,24.68,8,1,6.4,8,ñk,8,1,ñk,8,1,1017.0,8,1,1013.8,0,8,1
2018/4/13,18.3,8,1,13.0,8,1,24.1,8,1,0,1,8,1,11.7,0,8,1,0,1,8,1,0,1,8,1,3.3,8,1,8.2,8,ñk,8,1,8.1,8,1,1019.3,8,1,40,8,1,12,8,1,6.8,8,1,26.74,8,1,12.2,8,ñkñkìå,8,1,ìÏêº,8,1,1021.1,8,1,1018.7,0,8,1
2018/4/14,19.0,8,1,16.0,8,1,23.1,8,1,5.5,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,4.4,8,1,8.4,8,ìÏìå,8,1,15.2,8,1,1006.7,8,1,68,8,1,22,8,1,10.0,8,1,2.26,8,1,15.1,8,ìåìÏìå,8,1,ìÏìå,8,1,1008.5,8,1,1001.7,0,8,1
2018/4/15,14.3,8,1,11.9,8,1,17.4,8,1,5.5,0,8,1,6.2,0,8,1,0,1,8,1,0,1,8,1,3.8,8,1,6.7,8,ñk,8,1,11.4,8,1,1009.0,8,1,71,8,1,46,8,1,6.5,8,1,18.75,8,1,10.8,8,ñkñkêº,8,1,ñkñkêº,8,1,1010.8,8,1,1005.8,0,8,1
2018/4/16,15.0,8,1,10.3,8,1,20.3,8,1,0,1,8,1,8.1,0,8,1,0,1,8,1,0,1,8,1,3.2,8,1,7.2,8,ñk,8,1,10.9,8,1,1015.7,8,1,64,8,1,48,8,1,5.3,8,1,22.15,8,1,11.4,8,ñkñkìå,8,1,ñk,8,1,1017.5,8,1,1014.6,0,8,1
2018/4/17,14.4,8,1,11.4,8,1,16.3,8,1,1.5,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,2.3,8,1,5.9,8,ìÏìå,8,1,11.5,8,1,1017.6,8,1,71,8,1,52,8,1,10.0,8,1,5.07,8,1,9.1,8,ìÏìå,8,1,ìÏìå,8,1,1019.4,8,1,1018.5,0,8,1
2018/4/18,15.2,8,1,10.0,8,1,20.7,8,1,0,1,8,1,11.6,0,8,1,0,1,8,1,0,1,8,1,2.4,8,1,6.2,8,ñkñkêº,8,1,11.8,8,1,1016.0,8,1,70,8,1,41,8,1,0.8,8,1,26.50,8,1,8.4,8,ñk,8,1,ñk,8,1,1017.8,8,1,1016.6,0,8,1
2018/4/19,16.3,8,1,10.6,8,1,22.0,8,1,0,1,8,1,12.3,0,8,1,0,1,8,1,0,1,8,1,2.4,8,1,5.2,8,ñk,8,1,11.8,8,1,1016.6,8,1,65,8,1,41,8,1,0.0,8,1,27.72,8,1,7.1,8,êº,8,1,ñk,8,1,1018.4,8,1,1016.5,0,8,1
2018/4/20,17.9,8,1,13.1,8,1,25.1,8,1,0,1,8,1,12.2,0,8,1,0,1,8,1,0,1,8,1,2.3,8,1,6.0,8,ñk,8,1,13.5,8,1,1018.3,8,1,67,8,1,30,8,1,0.0,8,1,27.19,8,1,8.1,8,ñk,8,1,ñk,8,1,1020.1,8,1,1018.8,0,8,1
2018/4/21,19.7,8,1,15.4,8,1,24.5,8,1,0,1,8,1,11.7,0,8,1,0,1,8,1,0,1,8,1,2.3,8,1,6.1,8,ñk,8,1,14.8,8,1,1018.3,8,1,65,8,1,42,8,1,2.8,8,1,26.72,8,1,8.4,8,ñkñkêº,8,1,ñk,8,1,1020.0,8,1,1019.0,0,8,1
2018/4/22,19.9,8,1,15.8,8,1,25.0,8,1,0,1,8,1,11.2,0,8,1,0,1,8,1,0,1,8,1,2.9,8,1,8.5,8,ñk,8,1,16.5,8,1,1017.2,8,1,72,8,1,51,8,1,6.3,8,1,25.89,8,1,11.7,8,ñkñkêº,8,1,ñkêº,8,1,1018.9,8,1,1017.0,0,8,1
2018/4/23,20.8,8,1,17.4,8,1,25.7,8,1,2.0,0,8,1,0.3,0,8,1,0,1,8,1,0,1,8,1,2.2,8,1,5.3,8,ìÏìÏìå,8,1,17.6,8,1,1013.2,8,1,73,8,1,52,8,1,10.0,8,1,8.19,8,1,9.4,8,ìÏìÏìå,8,1,ìÏìå,8,1,1015.0,8,1,1011.2,0,8,1
2018/4/24,17.9,8,1,13.7,8,1,22.2,8,1,28.0,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,4.6,8,1,9.8,8,ñk,8,1,17.8,8,1,1005.4,8,1,88,8,1,62,8,1,10.0,8,1,2.91,8,1,16.3,8,ñkñkìå,8,1,ñk,8,1,1007.2,8,1,1005.0,0,8,1
2018/4/25,14.0,8,1,11.1,8,1,15.7,8,1,0.0,0,8,1,0.1,0,8,1,0,1,8,1,0,1,8,1,5.6,8,1,8.4,8,ñk,8,1,12.7,8,1,1009.9,8,1,79,8,1,71,8,1,7.8,8,1,3.90,8,1,14.3,8,ñk,8,1,ñk,8,1,1011.7,8,1,1008.0,0,8,1
2018/4/26,14.6,8,1,9.7,8,1,19.7,8,1,0,1,8,1,7.9,0,8,1,0,1,8,1,0,1,8,1,2.1,8,1,4.9,8,ñk,8,1,12.2,8,1,1012.2,8,1,74,8,1,58,8,1,9.0,8,1,21.50,8,1,7.4,8,ñk,8,1,ñk,8,1,1014.0,8,1,1012.3,0,8,1
2018/4/27,17.2,8,1,13.2,8,1,22.9,8,1,0,1,8,1,9.2,0,8,1,0,1,8,1,0,1,8,1,2.9,8,1,6.5,8,ñkêº,8,1,12.2,8,1,1012.5,8,1,64,8,1,30,8,1,4.3,8,1,24.74,8,1,9.2,8,ñkêº,8,1,êºñkêº,8,1,1014.3,8,1,1012.3,0,8,1
2018/4/28,17.3,8,1,11.5,8,1,22.6,8,1,0,1,8,1,12.2,0,8,1,0,1,8,1,0,1,8,1,2.2,8,1,5.5,8,ñk,8,1,12.1,8,1,1015.7,8,1,62,8,1,41,8,1,0.0,8,1,26.70,8,1,8.0,8,ñk,8,1,ñk,8,1,1017.4,8,1,1015.7,0,8,1
2018/4/29,20.0,8,1,14.2,8,1,25.7,8,1,0,1,8,1,11.6,0,8,1,0,1,8,1,0,1,8,1,2.4,8,1,5.5,8,ìÏìÏêº,8,1,12.3,8,1,1013.6,8,1,54,8,1,22,8,1,3.8,8,1,26.39,8,1,9.2,8,ìÏìÏêº,8,1,ìÏìå,8,1,1015.4,8,1,1013.0,0,8,1
2018/4/30,20.8,8,1,17.7,8,1,26.4,8,1,0.0,0,8,1,8.2,0,8,1,0,1,8,1,0,1,8,1,2.7,8,1,6.0,8,ñkñkêº,8,1,14.5,8,1,1014.3,8,1,60,8,1,35,8,1,6.8,8,1,21.91,8,1,8.4,8,ñkñkêº,8,1,ìÏìå,8,1,1016.0,8,1,1014.7,0,8,1
2018/5/1,20.8,8,1,15.9,8,1,27.8,8,1,2.0,0,8,1,5.5,0,8,1,0,1,8,1,0,1,8,1,2.4,8,1,5.1,8,ñkñkêº,8,1,14.9,8,1,1013.5,8,1,62,8,1,30,8,1,8.0,8,1,18.20,8,1,7.7,8,ìÏìå,8,1,ìåìÏìå,8,1,1015.2,8,1,1012.7,0,8,1
2018/5/2,20.8,8,1,17.1,8,1,23.1,8,1,13.5,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,3.0,8,1,6.2,8,ìÏìÏìå,8,1,21.3,8,1,1005.1,8,1,86,8,1,76,8,1,10.0,8,1,3.54,8,1,11.7,8,êºìÏêº,8,1,ìÏìå,8,1,1006.8,8,1,1003.7,0,8,1
2018/5/3,16.9,8,1,14.4,8,1,21.0,8,1,0.0,0,8,1,11.4,0,8,1,0,1,8,1,0,1,8,1,5.2,8,1,8.7,8,êºìÏêº,8,1,9.7,8,1,1009.0,8,1,52,8,1,24,8,1,3.8,8,1,27.54,8,1,17.2,8,êºìÏêº,8,1,êºìÏêº,8,1,1010.8,8,1,1007.3,0,8,1
2018/5/4,17.0,8,1,13.9,8,1,21.6,8,1,0,1,8,1,12.9,0,8,1,0,1,8,1,0,1,8,1,4.4,8,1,7.2,8,êº,8,1,7.9,8,1,1014.7,8,1,42,8,1,23,8,1,0.8,8,1,28.44,8,1,14.8,8,êº,8,1,êº,8,1,1016.5,8,1,1012.5,0,8,1
2018/5/5,19.3,8,1,12.6,8,1,26.4,8,1,0,1,8,1,10.1,0,8,1,0,1,8,1,0,1,8,1,2.4,8,1,4.2,8,ñk,8,1,10.5,8,1,1017.4,8,1,48,8,1,26,8,1,7.3,8,1,24.67,8,1,7.1,8,ìÏêº,8,1,ìåìÏìå,8,1,1019.2,8,1,1017.6,0,8,1
2018/5/6,18.2,8,1,16.6,8,1,19.5,8,1,28.0,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,2.7,8,1,8.5,8,ìÏìå,8,1,16.1,8,1,1009.5,8,1,77,8,1,52,8,1,10.0,8,1,2.22,8,1,18.9,8,ìÏìÏìå,8,1,ìÏìå,8,1,1011.3,8,1,1006.3,0,8,1
2018/5/7,17.9,8,1,16.2,8,1,20.1,8,1,49.0,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,2.6,8,1,6.8,8,ñk,8,1,20.0,8,1,1003.8,8,1,97,8,1,93,8,1,10.0,8,1,3.93,8,1,11.0,8,ñkñkìå,8,1,ñk,8,1,1005.6,8,1,1003.2,0,8,1
2018/5/8,16.0,8,1,14.6,8,1,17.7,8,1,7.0,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,4.7,8,1,9.3,8,ñk,8,1,16.3,8,1,1008.2,8,1,89,8,1,82,8,1,10.0,8,1,3.32,8,1,14.0,8,ñk,8,1,ñkñkìå,8,1,1010.0,8,1,1007.7,0,8,1
2018/5/9,15.4,8,1,12.2,8,1,19.0,8,1,0,1,8,1,2.3,0,8,1,0,1,8,1,0,1,8,1,5.8,8,1,9.5,8,ñk,8,1,12.1,8,1,1017.5,8,1,70,8,1,57,8,1,8.8,8,1,15.94,8,1,14.4,8,ñk,8,1,ñk,8,1,1019.3,8,1,1014.3,0,8,1
2018/5/10,15.5,8,1,10.4,8,1,20.6,8,1,0,1,8,1,13.0,0,8,1,0,1,8,1,0,1,8,1,2.6,8,1,6.6,8,ñkñkêº,8,1,11.8,8,1,1020.9,8,1,68,8,1,47,8,1,1.8,8,1,29.47,8,1,9.4,8,ñk,8,1,ñkñkêº,8,1,1022.7,8,1,1021.2,0,8,1
2018/5/11,19.0,8,1,11.3,8,1,25.3,8,1,0,1,8,1,11.9,0,8,1,0,1,8,1,0,1,8,1,2.4,8,1,6.4,8,ñkêº,8,1,12.0,8,1,1017.6,8,1,55,8,1,38,8,1,2.8,8,1,28.31,8,1,8.8,8,ñkêº,8,1,ìÏìÏìå,8,1,1019.4,8,1,1017.1,0,8,1
2018/5/12,21.5,8,1,16.7,8,1,27.1,8,1,0,1,8,1,11.7,0,8,1,0,1,8,1,0,1,8,1,2.7,8,1,6.6,8,ñk,8,1,14.9,8,1,1012.6,8,1,59,8,1,36,8,1,7.0,8,1,25.82,8,1,9.5,8,ñkñkêº,8,1,ìåìÏìå,8,1,1014.3,8,1,1011.4,0,8,1
2018/5/13,20.5,8,1,17.4,8,1,23.0,8,1,18.0,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,2.1,8,1,6.1,8,ìÏìå,8,1,20.1,8,1,1006.9,8,1,84,8,1,58,8,1,7.8,8,1,2.49,8,1,9.7,8,ìÏìå,8,1,ìÏìå,8,1,1008.6,8,1,1006.4,0,8,1
2018/5/14,20.5,8,1,15.8,8,1,26.3,8,1,0,1,8,1,12.6,0,8,1,0,1,8,1,0,1,8,1,2.3,8,1,4.6,8,ñkñkêº,8,1,17.7,8,1,1010.2,8,1,75,8,1,45,8,1,0.0,8,1,28.46,8,1,6.8,8,ñk,8,1,ñk,8,1,1011.9,8,1,1010.1,0,8,1
2018/5/15,23.4,8,1,17.2,8,1,30.5,8,1,0,1,8,1,11.2,0,8,1,0,1,8,1,0,1,8,1,2.0,8,1,4.4,8,ñkñkêº,8,1,16.0,8,1,1010.8,8,1,57,8,1,38,8,1,7.8,8,1,25.97,8,1,5.8,8,ñkêº,8,1,ñk,8,1,1012.5,8,1,1011.7,0,8,1
2018/5/16,26.0,8,1,20.2,8,1,31.6,8,1,0.0,0,8,1,7.3,0,8,1,0,1,8,1,0,1,8,1,2.8,8,1,5.8,8,ìÏ,8,1,18.6,8,1,1009.4,8,1,55,8,1,42,8,1,9.5,8,1,20.94,8,1,12.0,8,ìÏìÏêº,8,1,ìÏìå,8,1,1011.1,8,1,1009.3,0,8,1
2018/5/17,26.8,8,1,24.6,8,1,30.6,8,1,0.0,0,8,1,4.6,0,8,1,0,1,8,1,0,1,8,1,2.7,8,1,6.5,8,ìÏìÏêº,8,1,24.3,8,1,1007.8,8,1,69,8,1,56,8,1,7.8,8,1,14.41,8,1,10.3,8,ìÏìÏêº,8,1,ìÏìå,8,1,1009.5,8,1,1008.1,0,8,1
2018/5/18,24.1,8,1,16.8,8,1,29.3,8,1,7.0,0,8,1,0.7,0,8,1,0,1,8,1,0,1,8,1,3.8,8,1,7.6,8,ñk,8,1,24.4,8,1,1005.3,8,1,81,8,1,64,8,1,10.0,8,1,7.76,8,1,12.5,8,ñkñkìå,8,1,ìÏìÏìå,8,1,1007.1,8,1,1004.1,0,8,1
2018/5/19,17.1,8,1,15.5,8,1,20.1,8,1,0.5,0,8,1,2.0,0,8,1,0,1,8,1,0,1,8,1,5.2,8,1,7.8,8,ñk,8,1,14.7,8,1,1012.0,8,1,76,8,1,60,8,1,10.0,8,1,9.97,8,1,12.7,8,ñkñkìå,8,1,ñk,8,1,1013.8,8,1,1010.9,0,8,1
2018/5/20,18.6,8,1,15.0,8,1,22.7,8,1,0.0,0,8,1,9.7,0,8,1,0,1,8,1,0,1,8,1,4.8,8,1,10.1,8,ñk,8,1,12.2,8,1,1014.1,8,1,57,8,1,38,8,1,5.0,8,1,26.57,8,1,15.1,8,ñk,8,1,ñk,8,1,1015.8,8,1,1014.3,0,8,1
2018/5/21,22.3,8,1,17.2,8,1,28.5,8,1,0,1,8,1,10.4,0,8,1,0,1,8,1,0,1,8,1,2.8,8,1,6.0,8,ìÏìå,8,1,14.3,8,1,1013.8,8,1,55,8,1,29,8,1,5.8,8,1,27.75,8,1,10.8,8,ìÏìå,8,1,ìÏìå,8,1,1015.6,8,1,1013.5,0,8,1
2018/5/22,23.0,8,1,18.4,8,1,28.1,8,1,0.0,0,8,1,9.9,0,8,1,0,1,8,1,0,1,8,1,2.7,8,1,5.9,8,ñkñkêº,8,1,16.0,8,1,1010.9,8,1,57,8,1,43,8,1,5.5,8,1,26.17,8,1,8.3,8,ñkêº,8,1,ìÏìå,8,1,1012.6,8,1,1008.6,0,8,1
2018/5/23,20.8,8,1,18.5,8,1,24.5,8,1,4.0,0,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,3.1,8,1,6.1,8,ñkêº,8,1,20.2,8,1,1004.2,8,1,82,8,1,61,8,1,7.8,8,1,7.09,8,1,10.0,8,ñkêº,8,1,ìÏìå,8,1,1006.0,8,1,1003.8,0,8,1
2018/5/24,21.1,8,1,15.9,8,1,26.1,8,1,0,1,8,1,12.1,0,8,1,0,1,8,1,0,1,8,1,2.6,8,1,5.0,8,ñkêº,8,1,15.4,8,1,1008.5,8,1,63,8,1,36,8,1,5.0,8,1,29.66,8,1,7.3,8,ñkñkìå,8,1,ñk,8,1,1010.2,8,1,1008.6,0,8,1
2018/5/25,23.0,8,1,18.9,8,1,29.0,8,1,0,1,8,1,7.4,0,8,1,0,1,8,1,0,1,8,1,2.3,8,1,4.8,8,ñk,8,1,13.2,8,1,1007.0,8,1,47,8,1,27,8,1,9.8,8,1,24.84,8,1,7.8,8,ñkñkêº,8,1,ñk,8,1,1008.7,8,1,1007.4,0,8,1
2018/5/26,22.3,8,1,19.4,8,1,27.2,8,1,4.0,0,8,1,7.2,0,8,1,0,1,8,1,0,1,8,1,2.5,8,1,7.2,8,ñk,8,1,18.1,8,1,1006.6,8,1,69,8,1,42,8,1,5.3,8,1,17.55,8,1,11.9,8,ñk,8,1,ñk,8,1,1008.3,8,1,1006.3,0,8,1
2018/5/27,22.7,8,1,17.4,8,1,29.3,8,1,0,1,8,1,7.8,0,8,1,0,1,8,1,0,1,8,1,2.1,8,1,6.0,8,ñkñkêº,8,1,16.6,8,1,1009.3,8,1,61,8,1,35,8,1,7.5,8,1,21.32,8,1,8.6,8,ñkñkêº,8,1,ñk,8,1,1011.1,8,1,1009.5,0,8,1
2018/5/28,22.7,8,1,20.6,8,1,25.1,8,1,1.0,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,1.8,8,1,4.9,8,ñk,8,1,21.0,8,1,1008.6,8,1,76,8,1,62,8,1,10.0,8,1,8.83,8,1,7.2,8,ñk,8,1,ìÏìå,8,1,1010.3,8,1,1009.3,0,8,1
2018/5/29,23.3,8,1,20.3,8,1,27.6,8,1,0.0,0,8,1,2.4,0,8,1,0,1,8,1,0,1,8,1,1.9,8,1,5.2,8,ñk,8,1,21.8,8,1,1009.4,8,1,77,8,1,60,8,1,9.3,8,1,15.39,8,1,7.3,8,ñkñkêº,8,1,ñkñkêº,8,1,1011.1,8,1,1010.2,0,8,1
2018/5/30,24.6,8,1,22.0,8,1,29.9,8,1,0.0,0,8,1,6.0,0,8,1,0,1,8,1,0,1,8,1,2.3,5,1,5.9,8,ñkñkêº,8,1,23.0,8,1,1008.9,8,1,75,8,1,57,8,1,9.8,8,1,20.76,8,1,8.1,8,ñkêº,8,1,ñkñkêº,8,1,1010.6,8,1,1009.1,0,8,1
2018/5/31,22.2,8,1,19.5,8,1,24.6,8,1,0,1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,2.6,8,1,5.6,8,ñk,8,1,20.0,8,1,1008.9,8,1,75,8,1,60,8,1,10.0,8,1,8.57,8,1,8.1,8,ñk,8,1,êº,8,1,1010.7,8,1,1009.4,0,8,1
2018/6/1,21.5,8,1,17.8,8,1,25.3,8,1,0,1,8,1,13.3,0,8,1,0,1,8,1,0,1,8,1,3.1,8,1,7.5,8,ñkñkêº,8,1,17.5,8,1,1012.2,8,1,69,8,1,55,8,1,1.3,8,1,29.79,8,1,10.5,8,ñk,8,1,ñkñkêº,8,1,1013.9,8,1,1012.8,0,8,1
2018/6/2,23.3,8,1,17.2,8,1,29.3,8,1,0,1,8,1,13.2,0,8,1,0,1,8,1,0,1,8,1,2.2,8,1,5.2,8,ñk,8,1,18.1,8,1,1013.0,8,1,64,8,1,43,8,1,4.3,8,1,28.86,8,1,7.1,8,ñk,8,1,ñkñkêº,8,1,1014.7,8,1,1013.3,0,8,1
2018/6/3,23.6,8,1,19.7,8,1,29.2,8,1,0,1,8,1,7.7,0,8,1,0,1,8,1,0,1,8,1,2.2,8,1,5.9,8,ñk,8,1,18.1,8,1,1012.6,8,1,63,8,1,50,8,1,8.8,8,1,21.45,8,1,8.3,8,ñkêº,8,1,ñkñkêº,8,1,1014.3,8,1,1013.3,0,8,1
2018/6/4,24.4,8,1,20.5,8,1,29.3,8,1,0,1,8,1,9.4,0,8,1,0,1,8,1,0,1,8,1,2.2,8,1,6.0,8,ñkêº,8,1,16.5,8,1,1011.9,8,1,54,8,1,43,8,1,8.0,8,1,24.29,8,1,8.3,8,ñk,8,1,ñk,8,1,1013.6,8,1,1012.3,0,8,1
2018/6/5,20.8,8,1,18.7,8,1,23.3,8,1,41.5,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,2.3,8,1,5.2,8,ñk,8,1,20.5,8,1,1010.0,8,1,84,8,1,50,8,1,10.0,8,1,3.70,8,1,10.6,8,ìå,8,1,ìÏìå,8,1,1011.8,8,1,1009.5,0,8,1
2018/6/6,20.5,8,1,18.7,8,1,22.7,8,1,2.0,0,8,1,0.1,0,8,1,0,1,8,1,0,1,8,1,1.5,8,1,4.1,8,ñk,8,1,22.1,8,1,1009.8,8,1,92,8,1,80,8,1,10.0,8,1,6.85,8,1,5.7,8,ñk,8,1,ñk,8,1,1011.5,8,1,1009.3,0,8,1
2018/6/7,23.6,8,1,20.0,8,1,27.6,8,1,0.0,0,8,1,7.4,0,8,1,0,1,8,1,0,1,8,1,1.9,8,1,5.5,8,ñk,8,1,22.5,8,1,1010.1,8,1,78,8,1,64,8,1,10.0,8,1,21.40,8,1,7.7,8,ñk,8,1,ñkñkêº,8,1,1011.8,8,1,1009.7,0,8,1
2018/6/8,24.6,8,1,22.5,8,1,29.3,8,1,1.0,0,8,1,3.5,0,8,1,0,1,8,1,0,1,8,1,2.2,8,1,5.5,8,ñk,8,1,26.4,8,1,1006.1,8,1,85,8,1,70,8,1,10.0,8,1,16.69,8,1,7.6,8,ñkñkìå,8,1,ñk,8,1,1007.8,8,1,1005.6,0,8,1
2018/6/9,23.9,8,1,22.0,8,1,27.4,8,1,0,1,8,1,10.6,0,8,1,0,1,8,1,0,1,8,1,3.6,8,1,7.5,8,ñk,8,1,22.9,8,1,1004.2,8,1,77,8,1,62,8,1,9.3,8,1,26.45,8,1,11.3,8,ñkñkìå,8,1,ñk,8,1,1005.9,8,1,1004.2,0,8,1
2018/6/10,24.3,8,1,21.7,8,1,28.5,8,1,0.0,0,8,1,3.3,0,8,1,0,1,8,1,0,1,8,1,2.8,8,1,5.5,8,ñk,8,1,22.7,8,1,999.7,8,1,75,8,1,62,8,1,10.0,8,1,17.83,8,1,8.6,8,ìåñkìå,8,1,ñkìå,8,1,1001.4,8,1,999.4,0,8,1
2018/6/11,20.8,8,1,18.6,8,1,22.8,8,1,50.0,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,4.1,8,1,8.7,8,ñk,8,1,23.3,8,1,996.7,8,1,95,8,1,81,8,1,10.0,8,1,3.33,8,1,12.6,8,ñkñkìå,8,1,ñk,8,1,998.4,8,1,997.1,0,8,1
2018/6/12,20.4,8,1,18.3,8,1,24.0,8,1,1.0,0,8,1,8.3,0,8,1,0,1,8,1,0,1,8,1,3.8,8,1,6.6,8,ñk,8,1,17.8,8,1,1001.8,8,1,75,8,1,55,8,1,5.8,8,1,24.69,8,1,11.4,8,ñkñkêº,8,1,ñk,8,1,1003.5,8,1,1000.6,0,8,1
2018/6/13,21.2,8,1,16.6,8,1,25.8,8,1,0,1,8,1,13.5,0,8,1,0,1,8,1,0,1,8,1,3.7,8,1,9.0,8,ñk,8,1,17.6,8,1,1005.5,8,1,70,8,1,56,8,1,1.0,8,1,30.08,8,1,12.9,8,ñk,8,1,ñk,8,1,1007.2,8,1,1005.6,0,8,1
2018/6/14,22.4,8,1,18.7,8,1,26.4,8,1,0,1,8,1,1.9,0,8,1,0,1,8,1,0,1,8,1,1.7,8,1,3.8,8,ñkñkêº,8,1,19.7,8,1,1005.3,8,1,73,8,1,58,8,1,8.0,8,1,11.38,8,1,5.8,8,ñk,8,1,ìÏìÏìå,8,1,1007.0,8,1,1005.9,0,8,1
2018/6/15,22.5,8,1,20.3,8,1,25.9,8,1,0,1,8,1,11.5,0,8,1,0,1,8,1,0,1,8,1,5.0,8,1,9.9,8,ñk,8,1,19.9,8,1,1006.6,8,1,73,8,1,61,8,1,7.5,8,1,26.86,8,1,14.5,8,ñk,8,1,ñk,8,1,1008.3,8,1,1006.3,0,8,1
2018/6/16,22.1,8,1,19.5,8,1,25.7,8,1,0,1,8,1,11.0,0,8,1,0,1,8,1,0,1,8,1,3.9,8,1,9.9,8,ñk,8,1,19.1,8,1,1009.2,8,1,72,8,1,59,8,1,3.8,8,1,28.23,8,1,13.3,8,ñk,8,1,ñk,8,1,1010.9,8,1,1010.1,0,8,1
2018/6/17,25.3,8,1,19.1,8,1,31.4,8,1,0,1,8,1,11.1,0,8,1,0,1,8,1,0,1,8,1,2.3,8,1,5.8,8,ñkìå,8,1,19.4,8,1,1007.0,8,1,61,8,1,44,8,1,7.8,8,1,25.77,8,1,10.1,8,ñkñkìå,8,1,ìÏìå,8,1,1008.7,8,1,1006.1,0,8,1
2018/6/18,24.5,8,1,20.6,8,1,29.7,8,1,5.5,0,8,1,1.8,0,8,1,0,1,8,1,0,1,8,1,2.5,8,1,5.4,8,ìÏìå,8,1,22.8,8,1,1005.7,8,1,74,8,1,56,8,1,10.0,8,1,13.41,8,1,9.7,8,ìÏìå,8,1,ìÏìå,8,1,1007.4,8,1,1005.7,0,8,1
2018/6/19,23.5,8,1,21.7,8,1,26.0,8,1,17.0,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,2.1,8,1,4.8,8,ìÏìå,8,1,24.0,8,1,1003.5,8,1,83,8,1,64,8,1,10.0,8,1,7.39,8,1,8.8,8,ìÏìå,8,1,ìÏìå,8,1,1005.2,8,1,1001.4,0,8,1
2018/6/20,22.4,8,1,20.9,8,1,25.7,8,1,30.5,0,8,1,3.6,0,8,1,0,1,8,1,0,1,8,1,2.3,8,1,6.6,8,ñkêº,8,1,23.8,8,1,1001.2,8,1,88,8,1,70,8,1,9.8,8,1,12.34,8,1,10.3,8,ñkêº,8,1,ñkñkêº,8,1,1002.9,8,1,1000.5,0,8,1
2018/6/21,24.3,8,1,20.7,8,1,29.1,8,1,0.0,0,8,1,9.6,0,8,1,0,1,8,1,0,1,8,1,2.2,8,1,5.0,8,ñkñkêº,8,1,22.0,8,1,1004.9,8,1,73,8,1,49,8,1,6.5,8,1,24.99,8,1,6.3,8,ñkñkêº,8,1,ñk,8,1,1006.6,8,1,1004.6,0,8,1
2018/6/22,24.7,8,1,21.0,8,1,29.8,8,1,0,1,8,1,8.0,0,8,1,0,1,8,1,0,1,8,1,2.4,8,1,6.3,8,ñk,8,1,22.2,8,1,1006.7,8,1,72,8,1,39,8,1,8.0,8,1,23.83,8,1,9.0,8,ñk,8,1,ìÏìå,8,1,1008.4,8,1,1006.1,0,8,1
2018/6/23,22.3,8,1,20.8,8,1,24.5,8,1,1.5,0,8,1,0.2,0,8,1,0,1,8,1,0,1,8,1,2.1,8,1,4.7,8,ìÏìå,8,1,21.3,8,1,1003.7,8,1,79,8,1,67,8,1,8.5,8,1,6.77,8,1,8.0,8,ìÏìå,8,1,ñkêº,8,1,1005.4,8,1,1004.1,0,8,1
2018/6/24,24.3,8,1,19.1,8,1,29.4,8,1,0,1,8,1,12.8,0,8,1,0,1,8,1,0,1,8,1,2.4,8,1,5.6,8,ñkñkìå,8,1,22.1,8,1,1007.0,8,1,74,8,1,49,8,1,1.8,8,1,26.45,8,1,7.5,8,ñkñkìå,8,1,ñk,8,1,1008.7,8,1,1006.6,0,8,1
